0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,label
24.273565,0.2268342,21.442547,21.947275,26.079964,4.637417,36.84013,22.667566,34.042995,27.45859,0.29665768,0.69851655,0.15490682,0.2035147,0.41788495,0.26297814,3.1327016,1.7346023,4.016694,3.1185834,0.110405795,1.1667882,37.14121,0.25063944,-8.420556,-1.1745408,7.0643473,1.4138792,4.096702,2.1011477,0.019009018,0.9638095,1.3382199,0.6690061,4.05599,0.5241198,-4.3331757,-1.3541311,28.10637,0.22598891,754.93774,0.29810834,1349.0863,0.16567056,-116.1797,-0.77648395,1779.1239,0.15281883,1177.3948,0.22775659,-120.83666,-0.69821376,2918.5671,0.09462381,1024.1747,0.28117326,-125.409904,-0.63429576,-14.738468,-0.41332257,30.769176,0.17470282,0.015143271,1.2308888,-0.0053523565,-2.6148758,0.16735284,0.60393846,43.45035,0.15702651,-1.7447659,-4.6436486,15.058903,0.6066191,0.7961881,14.144878,-2.47629,22.278334,0.039261762,0.01584981,0.06649928,2.3411372,2.7210886,0.155,0.16093478,0.17,0.23739325,-30.29702,1
23.17884,0.11105092,21.17558,22.00399,26.644659,5.46908,31.354795,25.919422,17.919357,6.978379,0.4949929,0.7367391,0.14470029,0.4495771,0.6944246,0.54972434,8.220845,5.1854095,3.900267,3.6711166,0.23410948,0.9585407,34.550034,0.35112658,-1.3367115,-9.629001,14.279966,1.0223274,7.8381,1.2192745,0.015148718,0.6301991,1.1767694,0.5647814,5.020251,0.37257683,-0.9912299,-6.1826277,28.296795,0.1724852,665.4327,0.3733628,1398.0236,0.17034519,-89.74848,-1.0147047,1676.9338,0.14918491,1146.7668,0.2630542,-95.95139,-0.8813884,2830.2114,0.0874344,964.58014,0.36501902,-101.54939,-0.7871172,-16.752249,-0.37955588,30.784414,0.21059404,0.00501569,3.4548259,0.0022208812,5.9158077,0.34877303,0.65030766,40.051094,0.17780906,2.7401817,3.7169628,21.253244,0.59677935,7.914245,1.4043804,-3.095414,17.172375,0.037786487,0.017342672,0.07643278,3.0100334,2.0477817,0.27833334,0.14229272,0.19,0.2923468,-22.18001,1
25.278212,0.26292035,19.995502,21.656443,29.25967,9.264168,55.713196,61.012325,35.942394,36.118145,0.5540138,0.83126175,0.14866629,0.38353288,1.0016515,0.85298526,9.070326,5.8234515,7.340445,4.0578394,0.29265034,1.1870893,31.88967,0.325172,-5.0669312,-1.8596382,13.187331,0.8024251,4.1133533,3.3871055,0.026451265,0.7427011,1.3013867,0.7215109,3.8699324,0.5072431,7.7162085,0.9586412,24.529583,0.43259105,714.42633,0.4027575,1237.9028,0.22535016,-135.36324,-0.63446736,1666.0872,0.17202756,1228.4973,0.3263783,-135.76036,-0.6209345,2798.2793,0.08487946,968.76654,0.5130723,-139.74022,-0.56648946,-13.625449,-0.65869075,26.551563,0.2826753,0.005439824,3.909005,-0.012148419,-1.7890286,0.5615051,0.6902503,35.776222,0.35673445,-0.71087253,-16.26074,19.0796,0.4692343,2.0137775,10.105874,-8.67484,21.12071,0.022899976,0.0046029505,0.14408329,2.3411372,2.0477817,0.16499999,0.10515861,0.362,0.4554734,-21.78663,1
30.32227,0.091217265,28.90738,29.999882,30.933933,2.026554,78.15634,43.652077,307.5346,302.72488,0.33959863,0.8266076,0.15418038,0.16534019,0.5475724,0.393392,2.0954711,1.1772504,2.0796683,0.8562792,0.084766895,1.1823574,38.647984,0.22361214,-15.996312,-0.57773834,-0.12813151,-42.578156,8.742417,0.7799106,0.007404306,0.9128981,0.759498,0.7148624,8.135224,0.27986026,9.519153,0.7926222,30.331738,0.29371282,798.58136,0.25478297,1460.017,0.18084352,-123.13698,-0.7394782,1668.3315,0.13340433,1163.9633,0.16557275,-123.40495,-0.7257799,2904.0295,0.09494343,977.7329,0.25981277,-131.41014,-0.61085516,-10.504046,-0.6534167,32.271717,0.2689682,0.03447312,0.5740758,0.0005473926,18.69204,0.16190961,0.69787586,46.30809,0.15077555,-10.7710285,-1.0724248,3.1287932,1.7502193,5.679102,1.4750658,0.42292726,22.12771,0.053950906,0.022934884,0.031807926,1.0033445,1.369863,0.295,0.44757682,0.41,0.24010414,-29.187122,1
25.519114,0.14041871,22.978539,23.879204,29.258497,6.2799587,32.7085,8.947286,114.05173,138.43481,0.6130981,0.7902443,0.14751723,0.5552464,0.9204804,0.77296317,7.0808077,3.6666777,7.2912536,4.7563515,0.3569286,0.9818461,31.29171,0.3717408,-0.88183826,-14.688589,11.864533,0.94764066,3.8463967,3.4021382,0.02158948,1.0960373,0.8141652,0.7018977,5.406351,0.43388188,4.1331706,1.0087384,33.3123,0.22542718,649.85767,0.34214696,1442.1783,0.18226786,-151.72359,-0.5322163,1718.1722,0.13804385,1297.5472,0.25377163,-154.999,-0.47404453,2693.7551,0.07655207,1004.4361,0.29319608,-156.10426,-0.45953992,-21.881739,-0.39671537,31.370089,0.21059057,0.025347553,0.63693213,-0.024134215,-0.98687965,0.5951866,0.5202862,39.82982,0.27071252,10.359672,1.0216372,22.760956,0.40286413,0.4613892,45.091175,-8.826872,20.294313,0.033982534,0.0010818802,0.27389255,3.0100334,1.7006804,0.146,0.0852291,0.35,0.33960763,-20.81637,1
20.643536,0.049554795,19.92631,20.36126,20.9018,0.97549057,16.505657,7.194482,15.600937,16.063768,0.3087258,0.5689131,0.16534221,0.23040684,0.46690497,0.30156276,3.8279653,2.1224275,4.298452,3.9478881,0.13983776,0.8312626,34.9904,0.32380855,3.3635807,2.5976465,14.039586,0.9369543,2.2104254,4.616428,0.020702533,0.9904461,1.2590429,0.81672186,3.7825053,0.441379,-1.0486947,-6.799254,25.4673,0.37801567,535.0068,0.32649148,1409.6161,0.13994706,-127.27992,-0.6969167,1565.4518,0.14176157,1173.1293,0.25812003,-133.34448,-0.60422766,2696.9985,0.08715909,1009.8839,0.3783501,-135.50217,-0.57573825,-22.50766,-0.24639101,33.713196,0.17914817,-0.004440452,-2.5733945,-0.014107185,-0.9650749,0.20545734,0.5760023,41.54211,0.16579539,9.831149,0.6622186,20.678532,0.65745276,-0.7066864,-17.946848,-11.553717,21.15327,0.017316146,0.002004134,0.09880537,2.6755853,1.7006804,0.22399999,0.042237423,0.285,0.2662549,-29.513893,2
24.166754,0.047074158,23.296196,23.861052,25.08532,1.7891235,22.00109,21.902891,14.602296,6.9679284,0.43904954,0.63817734,0.14165495,0.3958625,0.6050355,0.46338052,4.238493,4.1643643,4.739428,2.3697186,0.27352083,1.2233785,37.452896,0.23841508,7.6168265,1.3376292,17.622465,0.60645944,28.86176,0.438363,0.014240369,0.8589216,1.1549569,0.87453073,6.265531,0.2240783,-0.07374574,-50.573868,33.13657,0.22606713,526.6741,0.4864561,1336.1538,0.14337143,-73.59304,-1.1878062,1601.6211,0.1714421,1025.1849,0.22147389,-83.025826,-0.93899673,2688.924,0.10400104,1037.378,0.25714746,-90.410095,-0.80781984,-22.568993,-0.19408529,34.439823,0.1584395,-0.006653393,-2.1756153,0.010853335,0.8608772,0.36290845,1.0004681,40.6237,0.1790717,12.029187,0.5857398,23.413841,0.2517527,34.874958,0.26358777,-9.24903,20.581728,0.018807614,0.012536687,0.09245422,3.0100334,1.3651878,0.49249998,0.2161452,0.22,0.2663644,-20.231064,2
19.921783,0.0626266,18.730272,19.709656,21.018856,2.2885838,82.1228,77.56967,17.092472,4.3519583,0.34285685,0.6418318,0.15189399,0.28526884,0.5592905,0.40739655,5.7420497,3.5169263,4.258254,3.266747,0.15653062,0.95940495,31.248877,0.31743097,0.035147063,358.9372,20.298752,0.78047276,5.234631,1.8058342,0.017278614,0.71234447,1.2931052,0.9433123,3.586828,0.40186074,-6.362604,-2.0984278,23.365541,0.62735766,565.8672,0.3712833,1425.3857,0.25016862,-137.31879,-0.62458295,1639.6165,0.10407297,986.49054,0.22748187,-142.36246,-0.55490565,2717.582,0.059946973,978.5179,0.30379242,-143.82571,-0.5351549,-21.056274,-0.34075573,30.02937,0.22495858,-0.013881694,-1.1349777,-0.0020844361,-5.1977296,0.2797851,0.522751,35.38326,0.20362756,8.922319,1.2253771,34.85868,0.37940907,10.157738,1.0276514,-9.210686,18.17403,0.027667547,0.005316834,0.09698612,3.3444817,1.7006804,0.19,0.12,0.31333333,0.19275776,-27.465023,2
24.389112,0.19136482,21.772564,22.745005,26.259554,4.48699,100.2004,0.0,16.844925,14.277073,0.48850572,0.5570391,0.17086296,0.5012481,0.6692886,0.4984256,6.378609,3.327561,3.962278,1.9268837,0.24316883,0.74371225,29.985373,0.43389225,1.9107949,7.5886927,11.865965,1.0351725,0.29491368,42.912167,0.0192097,1.0046697,1.2858697,0.5710756,4.0403085,0.45072344,-2.0660267,-2.6289935,29.19806,0.19699307,556.6905,0.38052937,1406.7721,0.13323382,-106.34882,-0.8665312,1570.1421,0.1643063,1191.48,0.22577532,-113.54776,-0.7417672,2661.3584,0.09231269,919.19324,0.24344549,-117.17836,-0.68845105,-17.5189,-0.41970712,28.438454,0.20864737,0.021603994,0.73959565,-0.011934167,-1.1258068,0.3357863,0.5120969,36.97521,0.22899717,6.5440903,1.5563459,18.47844,0.5214878,-2.2364473,-6.457788,-3.8628461,18.577032,0.029161228,0.0113896765,0.15841928,3.6789298,3.4013608,0.133,0.10918333,0.12727273,0.15972084,-25.503433,0
21.569677,0.062610686,20.728697,21.211784,21.992033,1.2633362,16.392153,18.016941,36.5136,18.368498,0.42109442,1.1273115,0.14204255,0.17002828,0.7287172,0.5866747,8.144834,8.07635,11.510363,8.704404,0.262849,1.7574701,27.0632,0.6027473,4.398849,3.7175057,9.233036,1.2104944,1.1233926,5.9044976,0.030057704,0.39377725,1.2728477,0.60669124,2.4760149,0.45042434,-2.6103585,-1.7747661,31.008566,0.123191364,465.31335,0.34329325,1376.9531,0.17518131,-173.8488,-0.3568246,1568.0496,0.13265485,1040.5231,0.26037923,-176.5115,-0.31737506,2678.173,0.061301276,988.93463,0.24226204,-177.31244,-0.30536887,-17.824402,-0.33072597,25.904331,0.26219466,0.0031355321,4.34742,-0.007899308,-1.4308513,0.63530385,0.3675688,29.141346,0.48817688,19.460249,0.9216918,27.084316,0.31779018,0.31967476,25.203007,-9.063905,18.231836,0.033773195,0.0024644723,0.20574898,1.6722409,2.0408165,0.058333334,0.026718698,0.35142857,0.47810423,-23.499157,0
